id,title,category,collection_tag,frame_shape,price,stock_count,ar_asset_url
xdGEEiN,Square Sunglasses,Sunglasses,American Eagle Outfitters,Square,1403.6,100,https://cdn.trychannel3.com/d77e80a4-a8e7-4bb6-835b-b72213fd0717?aid=01M11BV20P1TCNEDBEBP1371S8&mid=htD4
egWI1Sc,Rave Eyeguards,Racquetball & Squash Eyewear,Head,Other,1403.6,100,https://cdn.trychannel3.com/93011d8e-ed82-4cd7-ac75-75a2bd7ba22f?aid=01M11BRYZDM7972JP72S04KP5N&mid=DoRK
e0eAy67,Rectangle Glasses,Eyeglasses,Zenni,Rectangle,1403.6,100,https://cdn.trychannel3.com/30739564-2f2f-4cc1-b0d8-d178c328a238?aid=01M11BSSZEACWDNDBJABSYNJR1&mid=ZYiL
7lkLjHv,Cat Eye Sunglasses,Sunglasses,ZARA,Cat Eye,1406.24,100,https://cdn.trychannel3.com/2a6aaab1-23ff-460a-b51f-cd56bd88da09?aid=01M11BVGEGJNJM37HW7CH6YRYP&mid=Mnrl
HU5PghU,El Monte Reading Glasses,Eyeglasses,Victoria's Secret,Rectangle,1407.12,100,https://cdn.trychannel3.com/HU5PghU?aid=01M11BRN7XSRA9X23ETG75Q3Q5&mid=6Uzl
cPb1xA1,Oversized Moodie Sunglasses,Sunglasses,Mure + Grand,Other,1408.0,100,https://cdn.trychannel3.com/cPb1xA1?aid=01M11BTNCGRD82TPBV5JXEJV7E&mid=gtjX
2H1VMv5,Rectangle Glasses,Eyeglasses,Zenni,Rectangle,1491.6,100,https://cdn.trychannel3.com/b3418628-b447-4891-9010-ed1320e274b9?aid=01M11BSSZEACWDNDBJABSYNJR1&mid=ZYiL
r2MEDYO,Aviator sunglasses,Sunglasses,ALDO,Aviator,1494.24,100,https://cdn.trychannel3.com/d20b1f45-a050-4279-bbda-324293bd04f1?aid=01M11BSB0Y5XBPX12GTTXWK0AR&mid=XP2Z
hYmoAUT,Brown Oval Sunglasses,Sunglasses,Zenni,Oval,1495.12,100,https://cdn.trychannel3.com/0edd5660-afd6-468d-937d-28f0d1688f8e?aid=01M11BVBR2VJCQSEBC87MM22NK&mid=ZYiL
EAEmCLl,Aviator Sunglasses,Sunglasses,BKE Vintage,Aviator,1495.12,100,https://cdn.trychannel3.com/a4aaa513-ccc3-4ca1-b74e-dd3a3b19899a?aid=01M11BTR6RNDHH7SH1QV2DWF7Y&mid=MywU
umtddaJ,Aviator Sunglasses,Sunglasses,BKE,Aviator,1495.12,100,https://cdn.trychannel3.com/4fe2b1ee-c555-4877-b902-626537d69946?aid=01M11BTR6RNDHH7SH1QV2DWF7Y&mid=MywU
KjNPJ3J,Fairmont Rectangle Glasses,Eyeglasses,EyeBuyDirect,Rectangle,1584.0,100,https://cdn.trychannel3.com/ebe7905d-986d-4473-acc0-5e7395dcf855?aid=01M11BSR8SWWC3VFNYM83JVD4T&mid=FDzv
ZeUDfIR,Cat Eye Sunglasses,Sunglasses,Oak and Fort,Cat Eye,1584.0,100,https://cdn.trychannel3.com/f95aee0d-9168-419c-a4e0-dcf3e45d6935?aid=01M11BVJ1PFMQMD5V55VXX9ADS&mid=7Hdn
zcQmbg2,Cat Eye Sunglasses,Sunglasses,Oak and Fort,Cat Eye,1584.0,100,https://cdn.trychannel3.com/f95aee0d-9168-419c-a4e0-dcf3e45d6935?aid=01M11BVJ1PFMQMD5V55VXX9ADS&mid=7Hdn
Wb0EmEn,Oval Sunglasses,Sunglasses,Oak and Fort,Oval,1584.0,100,https://cdn.trychannel3.com/bfffcaf1-c446-4afa-bfaa-bd9951e5000f?aid=01M11BR4KFKJCEKWZW9T913FM4&mid=7Hdn
5EQDgDr,Uptown Square Floral Glasses,Eyeglasses,EyeBuyDirect,Other,1672.0,100,https://cdn.trychannel3.com/fd88ec4a-414c-4451-bf36-8e556fa2dc29?aid=01M11BTFMDTHE5ART8Q4HAS3N7&mid=FDzv
xOpgwV4,Macaron Round Glasses For Women,Eyeglasses,EyeBuyDirect,Round,1672.0,100,https://cdn.trychannel3.com/6b0f0579-4bbc-4343-8155-71b0c52dcd9b?aid=01M11BTAWRHDCSZDATXF080N6Q&mid=FDzv
hKakAE5,Wintour Blue Light Glasses,Eyeglasses,12th Tribe,Cat Eye,1672.0,100,https://cdn.trychannel3.com/39698acc-1c75-4982-a181-364ca0a9412b?aid=01M11BRRBYDXKF9H1BDHPE7JWA&mid=1G9l
sutfmIC,Bennett Rectangle Glasses,Eyeglasses,EyeBuyDirect,Rectangle,1672.0,100,https://cdn.trychannel3.com/a0962c7e-60d1-4c31-8504-f65cb409bb7b?aid=01M11BSR8SWWC3VFNYM83JVD4T&mid=FDzv
q7f2xVz,Oversized Square Sunglasses,Sunglasses,Aeropostale,Square,1716.0,100,https://cdn.trychannel3.com/b8d154a4-74fb-4324-929d-f448e9cb6861?aid=01M11BVXWZDW17N8GEAJD132T1&mid=SDz8
zl6tZ1E,Aviator Sunglasses,Sunglasses,Aeropostale,Aviator,1716.0,100,https://cdn.trychannel3.com/626b9642-94dd-46df-9046-116e08e6f371?aid=01M11BSB0Y5XBPX12GTTXWK0AR&mid=SDz8
WMZkFjY,Oversized Square Sunglasses,Sunglasses,Aeropostale,Square,1716.0,100,https://cdn.trychannel3.com/a42cb6a0-f247-4bc2-9a3c-c5eb9ac53370?aid=01M11BTKZCV6DDXSBTPB833W5S&mid=SDz8
nbt2CDe,Eve Oval Blue Light Glasses,Eyeglasses,Bohme,Other,1738.0,100,https://cdn.trychannel3.com/4f064648-b774-40c8-9d0c-024f8c1133bc?aid=01M11BRT3F8230HENY69FX2E82&mid=UJCz
NvQ4KVB,Hanna Oversized Sunglasses,Sunglasses,Bohme,Aviator,1738.0,100,https://cdn.trychannel3.com/1e8da1f2-9a94-456f-9b02-a944b5713289?aid=01M11BVZFQ8CDJ55YMJQPG8PQN&mid=UJCz
Qug4OoI,Oversized Sunglasses,Sunglasses,Bohme,Oversized,1738.0,100,https://cdn.trychannel3.com/ab5e294c-0281-4675-a095-c96e3a1e0052?aid=01M11BVZFQ8CDJ55YMJQPG8PQN&mid=UJCz
5uKMwJl,Jordan Blue Light Glasses,Eyeglasses,Bohme,Other,1738.0,100,https://cdn.trychannel3.com/b96ef168-ab49-4a52-8598-05896a9073bb?aid=01M11BRRBYDXKF9H1BDHPE7JWA&mid=UJCz
3iwnWgv,Kameron Blue Light Glasses,Eyeglasses,Bohme,Other,1738.0,100,https://cdn.trychannel3.com/a5d722aa-560e-452d-b4d2-ecbe2b781cbf?aid=01M11BRRBYDXKF9H1BDHPE7JWA&mid=UJCz
xFSLDHw,Tortoiseshell Round Blue Light Glasses,Vision Care,Aeropostale,Other,1755.6,100,https://cdn.trychannel3.com/96475269-181d-4f0d-afd4-23a87cd0e844?aid=01M11BRT3F8230HENY69FX2E82&mid=SDz8
CqiOVvd,Waymax Blue Light Glasses,Vision Care,Aeropostale,Other,1755.6,100,https://cdn.trychannel3.com/b4b6e9bb-440e-48cd-858f-1dc688740fc3?aid=01M11BRRBYDXKF9H1BDHPE7JWA&mid=SDz8
PiIL8L2,Square Glasses,Eyeglasses,Zenni,Cat Eye,1755.6,100,https://cdn.trychannel3.com/459c5b38-db44-48a4-a988-b4f9f1ed0a36?aid=01M11BTH9AJFHQXNJYCAZJEHK2&mid=ZYiL
2kkkAH7,Square Glasses,Eyeglasses,Zenni,Square,1755.6,100,https://cdn.trychannel3.com/a74fa779-7c1a-42be-9548-df56e377fec3?aid=01M11BTH9AJFHQXNJYCAZJEHK2&mid=ZYiL
NS5BUQS,round sunglasses,Sunglasses,Abercrombie & Fitch,Round,1755.6,100,https://cdn.trychannel3.com/97bd1ce5-4a6c-4b39-89db-01890f5ad7f8?aid=01M11BTZA1GK1ZGZSDSXHYR3B5&mid=Zhkr
IMDEUSm,Aviator Sunglasses,Sunglasses,Aeropostale,Aviator,1755.6,100,https://cdn.trychannel3.com/4e10244f-0870-4ff9-b219-391d6951de9b?aid=01M11BTR6RNDHH7SH1QV2DWF7Y&mid=SDz8
1fWnF9M,Square Renea Glasses,Eyeglasses,ZEELOOL,Other,1755.6,100,https://cdn.trychannel3.com/5bd9a673-7687-4164-b5dc-bd744db6a926?aid=01M11BTFMDTHE5ART8Q4HAS3N7&mid=aeSD
8WI0veF,Oversized Square Sunglasses,Sunglasses,Aeropostale,Square,1755.6,100,https://cdn.trychannel3.com/f036b8b6-c940-4882-a309-ec6b905c325c?aid=01M11BVXWZDW17N8GEAJD132T1&mid=SDz8
Y26zbM2,Slim Rectangle Sunglasses,Sunglasses,Aeropostale,Rectangle,1755.6,100,https://cdn.trychannel3.com/c93c8305-73ed-420a-8736-90eaf25d4664?aid=01M11BV8M566P5VH2FK9329FKG&mid=SDz8
9swdLMG,Slim Rectangle Sunglasses,Sunglasses,Aeropostale,Rectangle,1755.6,100,https://cdn.trychannel3.com/8e66b483-87cf-4da1-ae11-732c06adaca9?aid=01M11BV8M566P5VH2FK9329FKG&mid=SDz8
Ko6XntC,Oversized Cateye Sunglasses,Sunglasses,Aeropostale,Cat Eye,1755.6,100,https://cdn.trychannel3.com/85449d2a-1bb8-49a8-8d4c-73a8ad846ada?aid=01M11BVXWZDW17N8GEAJD132T1&mid=SDz8
cO5Bkji,Waymax Blue Light Glasses,Vision Care,Aeropostale,Other,1755.6,100,https://cdn.trychannel3.com/bf16548b-77e1-407a-bce5-a07c90984172?aid=01M11BRT3F8230HENY69FX2E82&mid=SDz8
bkC9UO8,Black Aviator Sunglasses #T04692112,Sunglasses,Zenni,Aviator,1755.6,100,https://cdn.trychannel3.com/f466272e-fa12-4237-9719-d472886f3b7c?aid=01M11BSD61BRR0ZZNK6QTF02DN&mid=ZYiL
7yRht7G,Oversize Square Sunglasses,Sunglasses,BCBG,Square,1757.36,100,https://cdn.trychannel3.com/5851186f-5dc9-4fd8-880c-c64131897d78?aid=01M11BV20P1TCNEDBEBP1371S8&mid=cvfe
hLTAySX,Oversized Square Sunglasses,Sunglasses,BCBG,Square,1757.36,100,https://cdn.trychannel3.com/44c64f98-9c4b-47b2-a69d-f40e16a79d41?aid=01M11BVXWZDW17N8GEAJD132T1&mid=cvfe
3Un7ZsV,Aviator Sunglasses,Sunglasses,BCBGENERATION,Aviator,1757.36,100,https://cdn.trychannel3.com/4e579fe4-5437-4d62-8573-1b21853cafa5?aid=01M11BTR6RNDHH7SH1QV2DWF7Y&mid=cvfe
DPkAFmp,Oval Sunglasses,Sunglasses,cotton On,Oval,1759.12,100,https://cdn.trychannel3.com/70caee56-2c7c-4748-a0dc-b9bcf2a711f8?aid=01M11BVBR2VJCQSEBC87MM22NK&mid=hQYc
B5q19Ui,Round Polarized Sunglasses,Sunglasses,H&M,Other,1759.12,100,https://cdn.trychannel3.com/49217be3-7d01-41cd-9494-bc3f487980d2?aid=01M11BSHD1Q26AFWZR9P4FHVNP&mid=UqdU
cXNLf58,Oversized Gold-Trim Sunglasses,Sunglasses,Jessica Simpson,Oversized,1759.12,100,https://cdn.trychannel3.com/2a08aa45-5c07-4671-8fda-9656d873a961?aid=01M11BTNCGRD82TPBV5JXEJV7E&mid=0OrG
5DEFr2Q,Cat Eye Sunglasses,Sunglasses,Frye,Cat Eye,1759.12,100,https://cdn.trychannel3.com/ea25fbcc-458e-424e-b037-a356507b0f79?aid=01M11BT68EET3WVTHRWMC11Y77&mid=IXIa
Z6xO24X,Cat-Eye Sunglasses,Sunglasses,H&M,Cat Eye,1759.12,100,https://cdn.trychannel3.com/66afaebf-1a41-4d8f-a602-5f2e864f7ec1?aid=01M11BVGEGJNJM37HW7CH6YRYP&mid=UqdU
YMwPg3R,Oversized Reading Sunglasses,Sunglasses,Jessica Simpson,Other,1759.12,100,https://cdn.trychannel3.com/75166fde-2e8c-408c-a1cf-0cf16bdc4f5b?aid=01M11BVZFQ8CDJ55YMJQPG8PQN&mid=0OrG
2Dbx7WD,San Diego Reading Glasses,Vision Care,Victoria's Secret,Rectangle,1759.12,100,https://cdn.trychannel3.com/127b6939-5e6e-4e6f-8a76-9973e7eaca4d?aid=01M11BRN7XSRA9X23ETG75Q3Q5&mid=6Uzl
a56gnvK,Sunglasses,Sunglasses,H&M,Other,1759.12,100,https://cdn.trychannel3.com/78411fa6-74ae-462c-a675-2b51b6dfa364?aid=01M11BR6P8YAZM07MPZ8QXECND&mid=UqdU
Q68SEgv,Square Sunglasses,Sunglasses,Jessica Simpson,Square,1759.12,100,https://cdn.trychannel3.com/11fada31-5dc0-4c49-bdc2-87aa4df07762?aid=01M11BV3TN1ARSW7EQ1YQYA71F&mid=0OrG
mrRuKKf,Cat Eye Sunglasses,Sunglasses,Jessica Simpson,Cat Eye,1759.12,100,https://cdn.trychannel3.com/21b5ffe9-a9fc-430d-8cc5-fa69f985d0b7?aid=01M11BVGEGJNJM37HW7CH6YRYP&mid=0OrG
wY3V3JA,Round Sunglasses,Sunglasses,H&M,Round,1759.12,100,https://cdn.trychannel3.com/0ad1d44a-54e0-4f86-bfc2-d01379143d09?aid=01M11BTXJZMJ73J0P0AAPEMPY7&mid=UqdU
8foXqM0,Aviator Sunglasses,Sunglasses,U.S. Polo Assn.,Aviator,1759.12,100,https://cdn.trychannel3.com/1a9eebfb-796c-44c9-af14-f6aee405f319?aid=01M11BSB0Y5XBPX12GTTXWK0AR&mid=7uRn
vdz8tnY,Square Sunglasses,Sunglasses,H&M,Square,1759.12,100,https://cdn.trychannel3.com/c0584783-4acc-44d2-8960-f25b3e99fea9?aid=01M11BV20P1TCNEDBEBP1371S8&mid=UqdU
x4WLMu2,Round Sunglasses,Sunglasses,H&M,Round,1759.12,100,https://cdn.trychannel3.com/06087958-b770-4933-9440-398d08d08219?aid=01M11BTZA1GK1ZGZSDSXHYR3B5&mid=UqdU
w1ODpGN,Abby Rectangle Sunglasses,Sunglasses,cotton On,Rectangle,1759.12,100,https://cdn.trychannel3.com/eabcca06-c501-4414-8e2c-c64d991fcfbe?aid=01M11BV6T7W6NWG5K6JS2H0NRR&mid=hQYc
7QdXfRm,Rectangular Reading Glasses,Eyeglasses,Nordstrom,Other,1759.12,100,https://cdn.trychannel3.com/7QdXfRm?aid=01M11BRKMDZHBXR0QE8DNCQVRN&mid=asdf
B1Nk4qA,Vented Oversized Sunglasses,Sunglasses,Jessica Simpson,Oversized,1759.12,100,https://cdn.trychannel3.com/7ea7e5b8-d6a5-4936-90ae-0d631af5da93?aid=01M11BVZFQ8CDJ55YMJQPG8PQN&mid=0OrG
VnYTtSw,Rayne Blue Light Glasses,Eyeglasses,White Fox Boutique,Other,1759.12,100,https://cdn.trychannel3.com/3c49b752-9816-49b0-9c0b-b6252613c520?aid=01M11BRT3F8230HENY69FX2E82&mid=CIF8
hKWCHL6,แว่นตากันแดด,Sunglasses,ALDO,Aviator,1760.0,100,https://cdn.trychannel3.com/d0fcdbff-6c96-4dca-906e-ce83ce16df5d?aid=01M11BS3FXXC8EQ4KP1915G608&mid=XP2Z
Q1XgwWD,Cat-Eye Sunglasses,Sunglasses,Free People,Cat Eye,1760.0,100,https://cdn.trychannel3.com/a399f47f-0850-433e-9883-9eb2aa0e8346?aid=01M11BVGEGJNJM37HW7CH6YRYP&mid=ICa0
UghZyC5,Life Begins Glasses Tort,Eyeglasses,Princess Polly,Rectangle,1760.0,100,https://cdn.trychannel3.com/277a53c3-5bc7-4bf4-9773-334e92f83dc8?aid=01M11BRT3F8230HENY69FX2E82&mid=cAkm
MNbaHyJ,Best Shot Oval Sunglasses,Sunglasses,Princess Polly,Oval,1760.0,100,https://cdn.trychannel3.com/c78de243-a829-4cad-9d11-0ec205a56d73?aid=01M11BVDG61533RD7HP9ZHZG57&mid=cAkm
XWNYz5Q,Mae Oval Sunglasses,Sunglasses,Free People,Aviator,1760.0,100,https://cdn.trychannel3.com/e2d2bda3-ec90-421f-b6a2-a2b42b701189?aid=01M11BVBR2VJCQSEBC87MM22NK&mid=ICa0
pcbVCFz,Round Sunglasses with Tinted Lenses,Sunglasses,Sunglass Museum,Round,1936.0,100,https://cdn.trychannel3.com/pcbVCFz?aid=01M11BTZA1GK1ZGZSDSXHYR3B5&mid=cjsD
wrf9CiI,Cat-eye sunglasses,Sunglasses,Mango,Cat Eye,2023.12,100,https://cdn.trychannel3.com/7fb97f7b-84c9-4837-8e97-dbe441704fb0?aid=01M11BVJ1PFMQMD5V55VXX9ADS&mid=IqeC
8LBPYm5,Fiction Round Glasses,Eyeglasses,EyeBuyDirect,Round,2024.0,100,https://cdn.trychannel3.com/b7a283d8-0d3f-426f-80ce-01cf158bc8f3?aid=01M11BTCPBGXAG4MQ1TC78C3HK&mid=FDzv
F5N5dXE,Lyric Square Glasses,Eyeglasses,EyeBuyDirect,Square,2024.0,100,https://cdn.trychannel3.com/84546ed2-0798-40ac-822d-9bbbdd3872f2?aid=01M11BTH9AJFHQXNJYCAZJEHK2&mid=FDzv
OpeSYhl,Square Glasses,Eyeglasses,Zenni,Square,2107.6,100,https://cdn.trychannel3.com/ba5374dd-51a5-4b63-b9fd-7a7e8110f9df?aid=01M11BTFMDTHE5ART8Q4HAS3N7&mid=ZYiL
R0AsPov,Aviator Sunglasses,Sunglasses,Zenni,Aviator,2107.6,100,https://cdn.trychannel3.com/4b2036c3-1654-40f3-a14d-0898a4afdbb3?aid=01M11BTTQ6AGW69JN363BEYD9X&mid=ZYiL
loS4AJC,Square Glasses,Eyeglasses,Zenni,Aviator,2107.6,100,https://cdn.trychannel3.com/66276141-0e2b-4f58-9c9e-856ee0943d5d?aid=01M11BTH9AJFHQXNJYCAZJEHK2&mid=ZYiL
6gMzC3C,Rectangle Glasses,Eyeglasses,Zenni,Rectangle,2107.6,100,https://cdn.trychannel3.com/adb138d5-365e-47fb-9312-da7eb95a50a4?aid=01M11BSSZEACWDNDBJABSYNJR1&mid=ZYiL
kG5yicy,Square Glasses,Eyeglasses,Zenni,Square,2107.6,100,https://cdn.trychannel3.com/7e9609b1-214b-4fb3-9e69-ffba52c0cf86?aid=01M11BSNK6G8XSQQPC0TEWT84J&mid=ZYiL
KAAYxim,Cat-eye sunglasses,Sunglasses,Mango,Cat Eye,2111.12,100,https://cdn.trychannel3.com/1fcc7cc3-9f58-4ccc-a69a-61906c8257ec?aid=01M11BVJ1PFMQMD5V55VXX9ADS&mid=IqeC
FRD0L8F,Oval Sunglasses,Sunglasses,Oak and Fort,Oval,2112.0,100,https://cdn.trychannel3.com/0b121ab0-03ad-48c2-bd90-6a002ee85d20?aid=01M11BVDG61533RD7HP9ZHZG57&mid=7Hdn
sOkirh3,Flat Wayfarer Sunglasses,Sunglasses,Les Dynamites,Wayfarer,2195.6,100,https://cdn.trychannel3.com/f8a2121a-a0ff-4616-a790-73b3262ae044?aid=01M11BVPSN0RP6RM7ETE4HK327&mid=ANA7
kWeCQi1,Flat Wayfarer Sunglasses,Sunglasses,Les Dynamites,Wayfarer,2195.6,100,https://cdn.trychannel3.com/4c9e8efe-ac66-453b-9369-df4901d028be?aid=01M11BVPSN0RP6RM7ETE4HK327&mid=ANA7
1vpPTpl,Cat Eye Sunglasses,Sunglasses,Vince Camuto,Cat Eye,2197.36,100,https://cdn.trychannel3.com/0ea51934-3a13-4982-b58b-a63a3a8fa8d1?aid=01M11BT8274GQM3Z2Q4KAQKY59&mid=cvfe
4PafDUe,Round Sunglasses,Sunglasses,Vince Camuto,Round,2197.36,100,https://cdn.trychannel3.com/0a721834-1357-4084-acb5-27328ee14c9d?aid=01M11BTXJZMJ73J0P0AAPEMPY7&mid=cvfe
zXdccZ2,Fashion Reading Glasses,Vision Care,Staples,Other,2199.12,100,https://cdn.trychannel3.com/7ee84e83-aae8-4e9f-b292-dd71ebd128de?aid=01M11BRN7XSRA9X23ETG75Q3Q5&mid=LFnL
VKVGbcN,Rectangle Sunglasses,Sunglasses,Zenni,Rectangle,2199.12,100,https://cdn.trychannel3.com/289df094-ee7a-44ca-ad3d-41fbab109e0d?aid=01M11BV8M566P5VH2FK9329FKG&mid=ZYiL
D3fh7R2,Fashion Reading Glasses,Vision Care,Staples,Other,2199.12,100,https://cdn.trychannel3.com/f5519f04-b29c-486c-8f19-ebd94503f300?aid=01M11BRKMDZHBXR0QE8DNCQVRN&mid=LFnL
N39jCD3,Reading Glasses,Eyeglasses,SAV Eyewear,Rectangle,2199.12,100,https://cdn.trychannel3.com/573dd9c7-6f58-4d25-b2ab-49dc2a09812d?aid=01M11BRKMDZHBXR0QE8DNCQVRN&mid=LFnL
OIXizsY,Fashion Reading Glasses,Vision Care,Calvin Klein,Rectangle,2199.12,100,https://cdn.trychannel3.com/6b30ed44-2a81-4c56-83e3-b8a8e31c3bf4?aid=01M11BRN7XSRA9X23ETG75Q3Q5&mid=LFnL
F9wSd4U,Reading Glasses,Eyeglasses,SAV Eyewear,Rectangle,2199.12,100,https://cdn.trychannel3.com/fc238f46-8e37-45b1-ae9e-9fb6279ea3a3?aid=01M11BRKMDZHBXR0QE8DNCQVRN&mid=LFnL
P7xOejW,Square Retro Reading Glasses Carter,Vision Care,Sunglass Museum,Square,2200.0,100,https://cdn.trychannel3.com/66ec9b12-f182-4e2c-9db7-1ebc835c183b?aid=01M11BRN7XSRA9X23ETG75Q3Q5&mid=cjsD
naJfV2F,Avant G Sunglasses,Sunglasses,goodr,Other,2200.0,100,https://cdn.trychannel3.com/69c4bf7e-1213-4eda-a6ec-fe9ead86c35e?aid=01M11BRYZDM7972JP72S04KP5N&mid=3KLu
qYmTA0V,Rectangle sunglasses,Sunglasses,ALDO,Rectangle,2200.0,100,https://cdn.trychannel3.com/415c12a3-40f1-4faf-9e4c-a5da1b59bc2f?aid=01M11BV6T7W6NWG5K6JS2H0NRR&mid=XP2Z
25uwdZT,Effortless Chic Cat Eye Reading Glasses,Eyeglasses,Betsey Johnson,Cat Eye,2200.0,100,https://cdn.trychannel3.com/3fdfbfce-645c-40ae-a334-f292b9c9c9b2?aid=01M11BRN7XSRA9X23ETG75Q3Q5&mid=ZCKm
BimaseW,Square sunglasses,Sunglasses,ALDO,Square,2200.0,100,https://cdn.trychannel3.com/35b0e58c-c2de-4fa6-b201-ec52c9640231?aid=01M11BV20P1TCNEDBEBP1371S8&mid=XP2Z
q33gEsT,Oval sunglasses,Sunglasses,ALDO,Oval,2200.0,100,https://cdn.trychannel3.com/f460ff3a-fb9f-4a31-9ced-1a178385e53d?aid=01M11BVBR2VJCQSEBC87MM22NK&mid=XP2Z
WtGPNzw,Mixtape Rectangle Sunglasses Red,Sunglasses,Princess Polly,Rectangle,2200.0,100,https://cdn.trychannel3.com/9102afcd-d744-4fe0-be94-956573d57d9a?aid=01M11BV8M566P5VH2FK9329FKG&mid=cAkm
n2rWbl4,Aviator Sunglasses,Sunglasses,True Nation,Aviator,2200.0,100,https://cdn.trychannel3.com/4bb26a89-a6fb-4e7e-95b4-c4321106d497?aid=01M11BTR6RNDHH7SH1QV2DWF7Y&mid=jVIN
3bgSutd,Aviator Sunglasses,Sunglasses,True Nation,Aviator,2200.0,100,https://cdn.trychannel3.com/acec5023-ede5-45e6-b532-457b5634a534?aid=01M11BTR6RNDHH7SH1QV2DWF7Y&mid=jVIN
Xse48Wl,Satellite Cat Eye Sunglasses,Sunglasses,EyeBuyDirect,Cat Eye,2200.0,100,https://cdn.trychannel3.com/cb73b5f8-9148-4ee7-9eef-7d0b2baa5993?aid=01M11BR6P8YAZM07MPZ8QXECND&mid=FDzv
F12ro1l,Bifocal Reading Glasses,Vision Care,Sunglass Museum,Aviator,2200.0,100,https://cdn.trychannel3.com/c59d1964-7afb-4c75-93e9-a831806f9a45?aid=01M11BRN7XSRA9X23ETG75Q3Q5&mid=cjsD
sIyFyyZ,Frankie Rectangle Sunglasses,Sunglasses,Free People,Rectangle,2200.0,100,https://cdn.trychannel3.com/cf95c097-6f12-4f91-9332-bd84974636a9?aid=01M11BV6T7W6NWG5K6JS2H0NRR&mid=ICa0
6bggAYu,Wyatt Rectangle Glasses,Eyeglasses,ZEELOOL,Rectangle,2200.0,100,https://cdn.trychannel3.com/cc7fd34d-e242-41e7-b0b9-23066c92a6d4?aid=01M11BSSZEACWDNDBJABSYNJR1&mid=aeSD
kviZjtD,Round Glasses,Eyeglasses,Zenni,Round,2283.6,100,https://cdn.trychannel3.com/3c329e7d-245e-43e2-bab0-4a84145d24e9?aid=01M11BTCPBGXAG4MQ1TC78C3HK&mid=ZYiL
VfvNw3t,Round Glasses,Eyeglasses,Zenni,Round,2283.6,100,https://cdn.trychannel3.com/17ef2330-13af-48c5-806d-5c32c4c2d54e?aid=01M11BTAWRHDCSZDATXF080N6Q&mid=ZYiL
qdBTING,Tortoiseshell Square Sunglasses,Sunglasses,Zenni,Square,2283.6,100,https://cdn.trychannel3.com/qdBTING?aid=01M11BV3TN1ARSW7EQ1YQYA71F&mid=ZYiL
gBTVwYc,Rectangle Glasses,Eyeglasses,Zenni,Rectangle,2283.6,100,https://cdn.trychannel3.com/2accbd72-63c0-4ee6-9828-f672e3a60028?aid=01M11BSSZEACWDNDBJABSYNJR1&mid=ZYiL
KdX44JL,Round Glasses,Eyeglasses,Zenni,Round,2283.6,100,https://cdn.trychannel3.com/8b8e3aa1-b3e6-4fb7-88f5-b5aec865239a?aid=01M11BTCPBGXAG4MQ1TC78C3HK&mid=ZYiL
cLAbNAX,Rectangle Glasses,Eyeglasses,Zenni,Rectangle,2283.6,100,https://cdn.trychannel3.com/bcce138f-5a97-4996-af0b-58c766275909?aid=01M11BSSZEACWDNDBJABSYNJR1&mid=ZYiL
Is3Vtad,Square Glasses,Eyeglasses,Zenni,Square,2283.6,100,https://cdn.trychannel3.com/bb4bc010-cc2b-41f7-afcb-92117ada9af1?aid=01M11BTH9AJFHQXNJYCAZJEHK2&mid=ZYiL
k2Oonqk,Square Glasses,Eyeglasses,Zenni,Square,2283.6,100,https://cdn.trychannel3.com/aee557fe-558a-4a9d-bf46-c2e77b174840?aid=01M11BTFMDTHE5ART8Q4HAS3N7&mid=ZYiL
8bYcPhy,Cat-eye sunglasses,Sunglasses,Mango,Cat Eye,2287.12,100,https://cdn.trychannel3.com/cf77d195-0f33-449e-a175-f33f5b39c1df?aid=01M11BVJ1PFMQMD5V55VXX9ADS&mid=IqeC
qZxKiOG,Aviator sunglasses,Sunglasses,Mango,Aviator,2287.12,100,https://cdn.trychannel3.com/2937c169-91c5-4417-ad6b-db807761afb7?aid=01M11BTTQ6AGW69JN363BEYD9X&mid=IqeC
FoVDNwJ,Nest Pro Goggles,Swim Goggles & Masks,TYR,Other,2420.0,100,https://cdn.trychannel3.com/1ace034c-db18-4e84-a876-f2f8ce1d6f91?aid=01M11BRYZDM7972JP72S04KP5N&mid=yZrw
VeYAMtM,Nest Pro Swim Goggles,Swim Goggles & Masks,TYR,Other,2420.0,100,https://cdn.trychannel3.com/a9d0d155-69a2-4282-8baf-fc12e7248feb?aid=01M11BRYZDM7972JP72S04KP5N&mid=a0Dd
4iyVJFx,Nest Pro Swim Goggles,Swim Goggles & Masks,TYR,Other,2420.0,100,https://cdn.trychannel3.com/7f7f568b-7315-4693-892c-bc5ea686101d?aid=01M11BRYZDM7972JP72S04KP5N&mid=BK71
s2SGbgf,Square Sunglasses,Sunglasses,Zenni,Square,2459.6,100,https://cdn.trychannel3.com/924f8b2e-a43f-4067-bb74-15da59d630fe?aid=01M11BV3TN1ARSW7EQ1YQYA71F&mid=ZYiL
ZYDz1Km,Rectangle Glasses,Eyeglasses,Zenni,Rectangle,2459.6,100,https://cdn.trychannel3.com/00992989-2080-4485-82f1-d70977a1888c?aid=01M11BSSZEACWDNDBJABSYNJR1&mid=ZYiL
