user_id,product_id,event_type,dwell_time,session_id,timestamp
USER_007,PROD_0006,completed,109,SESSION_0005,2026-08-27T12:56:15.174230
USER_025,PROD_0004,browse_products,43,SESSION_0049,2026-08-27T13:04:15.174230
USER_028,PROD_0006,try_ar,27,SESSION_0004,2026-08-27T13:09:15.174230
USER_020,PROD_0003,landing,5,SESSION_0035,2026-08-27T13:19:15.174230
USER_002,PROD_0018,payment,119,SESSION_0024,2026-08-27T13:36:15.174230
USER_026,PROD_0009,completed,62,SESSION_0008,2026-08-27T13:44:15.174230
USER_009,PROD_0009,add_to_cart,79,SESSION_0025,2026-08-27T14:01:15.174230
USER_008,PROD_0012,add_to_cart,85,SESSION_0009,2026-08-27T14:04:15.174230
USER_007,PROD_0016,browse_products,114,SESSION_0040,2026-08-27T14:41:15.174230
USER_023,PROD_0017,view_product,103,SESSION_0011,2026-08-27T15:11:15.174230
USER_007,PROD_0010,landing,76,SESSION_0050,2026-08-27T15:26:15.174230
USER_023,PROD_0017,browse_products,29,SESSION_0048,2026-08-27T15:35:15.174230
USER_022,PROD_0003,landing,61,SESSION_0037,2026-08-27T15:39:15.174230
USER_016,PROD_0013,browse_products,96,SESSION_0036,2026-08-27T15:54:15.174230
USER_014,PROD_0006,try_ar,99,SESSION_0040,2026-08-27T16:15:15.174230
USER_009,PROD_0019,try_ar,34,SESSION_0017,2026-08-27T16:19:15.174230
USER_013,PROD_0010,landing,83,SESSION_0027,2026-08-27T16:27:15.174230
USER_028,PROD_0004,payment,53,SESSION_0038,2026-08-27T16:46:15.174230
USER_002,PROD_0019,landing,32,SESSION_0023,2026-08-27T17:03:15.174230
USER_023,PROD_0015,add_to_cart,18,SESSION_0007,2026-08-27T17:07:15.174230
USER_011,PROD_0018,landing,117,SESSION_0004,2026-08-27T17:35:15.174230
USER_028,PROD_0008,payment,107,SESSION_0016,2026-08-27T17:44:15.174230
USER_028,PROD_0004,view_product,38,SESSION_0001,2026-08-27T17:48:15.174230
USER_016,PROD_0006,view_product,11,SESSION_0007,2026-08-27T18:05:15.174230
USER_025,PROD_0005,landing,39,SESSION_0038,2026-08-27T18:23:15.174230
USER_003,PROD_0008,payment,36,SESSION_0047,2026-08-27T18:29:15.174230
USER_009,PROD_0015,try_ar,65,SESSION_0008,2026-08-27T18:44:15.174230
USER_009,PROD_0012,view_product,87,SESSION_0037,2026-08-27T18:46:15.174230
USER_009,PROD_0006,landing,96,SESSION_0005,2026-08-27T19:14:15.174230
USER_011,PROD_0019,checkout,64,SESSION_0035,2026-08-27T19:22:15.174230
USER_001,PROD_0003,landing,16,SESSION_0023,2026-08-27T19:34:15.174230
USER_018,PROD_0012,completed,31,SESSION_0014,2026-08-27T19:38:15.174230
USER_007,PROD_0011,landing,22,SESSION_0039,2026-08-27T19:41:15.174230
USER_016,PROD_0017,payment,25,SESSION_0009,2026-08-27T19:49:15.174230
USER_024,PROD_0020,browse_products,32,SESSION_0016,2026-08-27T20:00:15.174230
USER_021,PROD_0016,checkout,7,SESSION_0010,2026-08-27T20:03:15.174230
USER_023,PROD_0009,view_product,117,SESSION_0008,2026-08-27T20:06:15.174230
USER_029,PROD_0008,payment,102,SESSION_0026,2026-08-27T20:12:15.174230
USER_018,PROD_0001,add_to_cart,31,SESSION_0024,2026-08-27T20:26:15.174230
USER_003,PROD_0010,checkout,83,SESSION_0050,2026-08-27T20:44:15.174230
USER_018,PROD_0004,add_to_cart,112,SESSION_0041,2026-08-27T20:56:15.174230
USER_027,PROD_0006,view_product,98,SESSION_0044,2026-08-27T21:03:15.174230
USER_020,PROD_0020,landing,46,SESSION_0030,2026-08-27T21:04:15.174230
USER_023,PROD_0015,try_ar,23,SESSION_0010,2026-08-27T21:04:15.174230
USER_016,PROD_0004,browse_products,62,SESSION_0026,2026-08-27T21:05:15.174230
USER_023,PROD_0016,completed,81,SESSION_0028,2026-08-27T21:15:15.174230
USER_002,PROD_0018,try_ar,71,SESSION_0033,2026-08-27T21:25:15.174230
USER_025,PROD_0018,add_to_cart,54,SESSION_0047,2026-08-27T21:45:15.174230
USER_004,PROD_0008,landing,70,SESSION_0035,2026-08-27T21:45:15.174230
USER_027,PROD_0010,try_ar,2,SESSION_0046,2026-08-27T21:50:15.174230
USER_027,PROD_0017,landing,110,SESSION_0012,2026-08-27T22:03:15.174230
USER_007,PROD_0009,try_ar,15,SESSION_0028,2026-08-27T22:03:15.174230
USER_005,PROD_0005,checkout,96,SESSION_0042,2026-08-27T22:08:15.174230
USER_026,PROD_0005,view_product,23,SESSION_0028,2026-08-27T22:09:15.174230
USER_018,PROD_0013,view_product,90,SESSION_0029,2026-08-27T22:11:15.174230
USER_022,PROD_0004,landing,74,SESSION_0020,2026-08-27T22:15:15.174230
USER_004,PROD_0014,try_ar,77,SESSION_0031,2026-08-27T22:29:15.174230
USER_017,PROD_0002,landing,69,SESSION_0016,2026-08-27T22:38:15.174230
USER_007,PROD_0020,try_ar,9,SESSION_0036,2026-08-27T23:04:15.174230
USER_009,PROD_0002,view_product,2,SESSION_0001,2026-08-27T23:08:15.174230
USER_011,PROD_0017,try_ar,88,SESSION_0049,2026-08-27T23:16:15.174230
USER_011,PROD_0016,payment,25,SESSION_0033,2026-08-27T23:23:15.174230
USER_026,PROD_0006,landing,96,SESSION_0046,2026-08-27T23:42:15.174230
USER_014,PROD_0008,view_product,35,SESSION_0027,2026-08-28T00:02:15.174230
USER_015,PROD_0012,browse_products,2,SESSION_0043,2026-08-28T00:08:15.174230
USER_009,PROD_0009,completed,59,SESSION_0049,2026-08-28T00:13:15.174230
USER_019,PROD_0008,payment,9,SESSION_0039,2026-08-28T00:17:15.174230
USER_006,PROD_0004,checkout,62,SESSION_0043,2026-08-28T00:18:15.174230
USER_011,PROD_0008,browse_products,67,SESSION_0010,2026-08-28T00:21:15.174230
USER_015,PROD_0004,add_to_cart,75,SESSION_0021,2026-08-28T00:22:15.174230
USER_021,PROD_0015,try_ar,72,SESSION_0043,2026-08-28T00:33:15.174230
USER_029,PROD_0020,payment,38,SESSION_0033,2026-08-28T00:46:15.174230
USER_004,PROD_0011,browse_products,61,SESSION_0030,2026-08-28T00:48:15.174230
USER_028,PROD_0005,checkout,42,SESSION_0047,2026-08-28T00:53:15.174230
USER_028,PROD_0002,landing,44,SESSION_0022,2026-08-28T01:06:15.174230
USER_022,PROD_0006,checkout,68,SESSION_0028,2026-08-28T01:15:15.174230
USER_007,PROD_0002,try_ar,100,SESSION_0002,2026-08-28T01:16:15.174230
USER_003,PROD_0020,browse_products,29,SESSION_0019,2026-08-28T01:18:15.174230
USER_023,PROD_0018,checkout,64,SESSION_0026,2026-08-28T01:26:15.174230
USER_023,PROD_0005,payment,20,SESSION_0024,2026-08-28T01:32:15.174230
USER_006,PROD_0007,payment,120,SESSION_0047,2026-08-28T01:37:15.174230
USER_016,PROD_0009,checkout,101,SESSION_0038,2026-08-28T01:48:15.174230
USER_022,PROD_0017,browse_products,54,SESSION_0027,2026-08-28T01:48:15.174230
USER_006,PROD_0003,browse_products,21,SESSION_0044,2026-08-28T01:56:15.174230
USER_003,PROD_0001,try_ar,71,SESSION_0031,2026-08-28T01:58:15.174230
USER_009,PROD_0014,browse_products,41,SESSION_0021,2026-08-28T02:04:15.174230
USER_024,PROD_0016,completed,24,SESSION_0007,2026-08-28T02:07:15.174230
USER_023,PROD_0015,landing,101,SESSION_0011,2026-08-28T02:18:15.174230
USER_029,PROD_0005,browse_products,106,SESSION_0011,2026-08-28T02:28:15.174230
USER_013,PROD_0019,landing,59,SESSION_0036,2026-08-28T02:45:15.174230
USER_002,PROD_0004,landing,65,SESSION_0033,2026-08-28T02:47:15.174230
USER_023,PROD_0004,landing,79,SESSION_0030,2026-08-28T02:51:15.174230
USER_018,PROD_0011,browse_products,117,SESSION_0046,2026-08-28T02:56:15.174230
USER_013,PROD_0010,landing,33,SESSION_0035,2026-08-28T02:59:15.174230
USER_004,PROD_0006,browse_products,109,SESSION_0009,2026-08-28T03:03:15.174230
USER_025,PROD_0017,payment,113,SESSION_0001,2026-08-28T03:06:15.174230
USER_013,PROD_0003,browse_products,8,SESSION_0021,2026-08-28T03:18:15.174230
USER_002,PROD_0018,completed,46,SESSION_0027,2026-08-28T03:29:15.174230
USER_014,PROD_0003,landing,78,SESSION_0044,2026-08-28T03:34:15.174230
USER_021,PROD_0015,landing,52,SESSION_0013,2026-08-28T03:35:15.174230
USER_026,PROD_0016,try_ar,73,SESSION_0033,2026-08-28T03:35:15.174230
USER_016,PROD_0014,add_to_cart,115,SESSION_0002,2026-08-28T03:41:15.174230
USER_002,PROD_0001,landing,94,SESSION_0016,2026-08-28T03:58:15.174230
USER_027,PROD_0009,checkout,21,SESSION_0025,2026-08-28T04:01:15.174230
USER_008,PROD_0010,browse_products,39,SESSION_0018,2026-08-28T04:06:15.174230
USER_008,PROD_0008,checkout,95,SESSION_0011,2026-08-28T04:12:15.174230
USER_015,PROD_0018,try_ar,12,SESSION_0036,2026-08-28T04:16:15.174230
USER_001,PROD_0011,browse_products,2,SESSION_0021,2026-08-28T04:17:15.174230
USER_001,PROD_0019,try_ar,109,SESSION_0037,2026-08-28T04:33:15.174230
USER_024,PROD_0015,view_product,119,SESSION_0024,2026-08-28T04:48:15.174230
USER_010,PROD_0009,add_to_cart,26,SESSION_0038,2026-08-28T05:00:15.174230
USER_015,PROD_0020,try_ar,106,SESSION_0027,2026-08-28T05:04:15.174230
USER_005,PROD_0011,landing,7,SESSION_0016,2026-08-28T05:18:15.174230
USER_024,PROD_0016,checkout,69,SESSION_0019,2026-08-28T05:23:15.174230
USER_008,PROD_0019,checkout,86,SESSION_0001,2026-08-28T05:30:15.174230
USER_030,PROD_0007,completed,86,SESSION_0001,2026-08-28T05:30:15.174230
USER_028,PROD_0011,landing,47,SESSION_0006,2026-08-28T05:50:15.174230
USER_027,PROD_0003,completed,31,SESSION_0032,2026-08-28T06:01:15.174230
USER_025,PROD_0014,checkout,89,SESSION_0026,2026-08-28T06:01:15.174230
USER_017,PROD_0020,landing,24,SESSION_0038,2026-08-28T06:22:15.174230
USER_018,PROD_0018,browse_products,15,SESSION_0038,2026-08-28T06:23:15.174230
USER_030,PROD_0007,completed,109,SESSION_0015,2026-08-28T06:34:15.174230
USER_026,PROD_0002,try_ar,51,SESSION_0006,2026-08-28T06:37:15.174230
USER_026,PROD_0016,add_to_cart,25,SESSION_0014,2026-08-28T06:59:15.174230
USER_026,PROD_0009,try_ar,42,SESSION_0013,2026-08-28T07:01:15.174230
USER_005,PROD_0017,browse_products,88,SESSION_0004,2026-08-28T07:37:15.174230
USER_024,PROD_0014,payment,116,SESSION_0017,2026-08-28T07:50:15.174230
USER_023,PROD_0002,payment,93,SESSION_0001,2026-08-28T07:55:15.174230
USER_025,PROD_0002,try_ar,97,SESSION_0016,2026-08-28T08:01:15.174230
USER_021,PROD_0019,browse_products,28,SESSION_0043,2026-08-28T08:34:15.174230
USER_013,PROD_0017,landing,92,SESSION_0011,2026-08-28T08:42:15.174230
USER_014,PROD_0012,add_to_cart,88,SESSION_0019,2026-08-28T08:42:15.174230
USER_026,PROD_0014,checkout,111,SESSION_0048,2026-08-28T08:53:15.174230
USER_017,PROD_0015,view_product,74,SESSION_0028,2026-08-28T09:11:15.174230
USER_017,PROD_0011,try_ar,97,SESSION_0001,2026-08-28T09:14:15.174230
USER_017,PROD_0018,try_ar,74,SESSION_0021,2026-08-28T09:20:15.174230
USER_025,PROD_0016,payment,87,SESSION_0004,2026-08-28T09:30:15.174230
USER_027,PROD_0007,try_ar,45,SESSION_0015,2026-08-28T10:38:15.174230
USER_022,PROD_0007,view_product,63,SESSION_0018,2026-08-28T10:59:15.174230
USER_017,PROD_0012,try_ar,14,SESSION_0017,2026-08-28T11:02:15.174230
USER_024,PROD_0017,landing,92,SESSION_0016,2026-08-28T11:12:15.174230
USER_005,PROD_0006,add_to_cart,41,SESSION_0005,2026-08-28T11:21:15.174230
USER_021,PROD_0019,try_ar,98,SESSION_0047,2026-08-28T11:34:15.174230
USER_006,PROD_0003,try_ar,16,SESSION_0010,2026-08-28T11:34:15.174230
USER_018,PROD_0001,add_to_cart,1,SESSION_0034,2026-08-28T11:42:15.174230
USER_005,PROD_0015,completed,53,SESSION_0001,2026-08-28T11:53:15.174230
USER_007,PROD_0008,landing,51,SESSION_0017,2026-08-28T11:55:15.174230
USER_002,PROD_0004,add_to_cart,16,SESSION_0023,2026-08-28T11:55:15.174230
USER_025,PROD_0010,view_product,119,SESSION_0044,2026-08-28T12:06:15.174230
USER_015,PROD_0011,add_to_cart,101,SESSION_0013,2026-08-28T12:21:15.174230
USER_015,PROD_0006,view_product,27,SESSION_0049,2026-08-28T12:39:15.174230
USER_022,PROD_0019,payment,9,SESSION_0036,2026-08-28T13:04:15.174230
USER_010,PROD_0018,add_to_cart,21,SESSION_0006,2026-08-28T13:10:15.174230
USER_003,PROD_0015,payment,5,SESSION_0044,2026-08-28T13:34:15.174230
USER_020,PROD_0003,browse_products,93,SESSION_0007,2026-08-28T13:39:15.174230
USER_007,PROD_0003,landing,103,SESSION_0019,2026-08-28T13:43:15.174230
USER_026,PROD_0001,completed,75,SESSION_0037,2026-08-28T13:47:15.174230
USER_010,PROD_0009,checkout,83,SESSION_0029,2026-08-28T14:11:15.174230
USER_012,PROD_0018,browse_products,52,SESSION_0042,2026-08-28T14:56:15.174230
USER_026,PROD_0018,try_ar,71,SESSION_0013,2026-08-28T14:59:15.174230
USER_029,PROD_0008,payment,115,SESSION_0037,2026-08-28T15:09:15.174230
USER_022,PROD_0009,landing,77,SESSION_0027,2026-08-28T15:32:15.174230
USER_015,PROD_0013,landing,81,SESSION_0034,2026-08-28T15:52:15.174230
USER_007,PROD_0002,checkout,12,SESSION_0037,2026-08-28T16:02:15.174230
USER_016,PROD_0004,browse_products,111,SESSION_0025,2026-08-28T16:11:15.174230
USER_016,PROD_0007,landing,70,SESSION_0015,2026-08-28T16:17:15.174230
USER_015,PROD_0020,view_product,88,SESSION_0026,2026-08-28T16:37:15.174230
USER_001,PROD_0013,add_to_cart,83,SESSION_0013,2026-08-28T16:39:15.174230
USER_020,PROD_0020,add_to_cart,67,SESSION_0018,2026-08-28T16:42:15.174230
USER_024,PROD_0002,payment,115,SESSION_0028,2026-08-28T16:47:15.174230
USER_030,PROD_0009,add_to_cart,103,SESSION_0043,2026-08-28T17:09:15.174230
USER_020,PROD_0001,add_to_cart,85,SESSION_0044,2026-08-28T17:13:15.174230
USER_027,PROD_0012,landing,65,SESSION_0046,2026-08-28T17:15:15.174230
USER_021,PROD_0014,try_ar,113,SESSION_0012,2026-08-28T17:23:15.174230
USER_030,PROD_0012,landing,97,SESSION_0026,2026-08-28T17:40:15.174230
USER_016,PROD_0009,landing,57,SESSION_0031,2026-08-28T17:58:15.174230
USER_009,PROD_0010,browse_products,43,SESSION_0049,2026-08-28T18:06:15.174230
USER_023,PROD_0007,payment,9,SESSION_0004,2026-08-28T18:11:15.174230
USER_010,PROD_0008,completed,120,SESSION_0035,2026-08-28T18:20:15.174230
USER_024,PROD_0007,browse_products,48,SESSION_0016,2026-08-28T18:23:15.174230
USER_014,PROD_0019,payment,30,SESSION_0008,2026-08-28T18:31:15.174230
USER_020,PROD_0009,landing,98,SESSION_0008,2026-08-28T18:41:15.174230
USER_007,PROD_0016,checkout,7,SESSION_0015,2026-08-28T18:49:15.174230
USER_028,PROD_0009,payment,27,SESSION_0021,2026-08-28T19:03:15.174230
USER_012,PROD_0001,payment,40,SESSION_0047,2026-08-28T19:37:15.174230
USER_005,PROD_0020,view_product,27,SESSION_0014,2026-08-28T19:49:15.174230
USER_025,PROD_0007,browse_products,55,SESSION_0037,2026-08-28T20:23:15.174230
USER_018,PROD_0004,add_to_cart,29,SESSION_0009,2026-08-28T20:46:15.174230
USER_028,PROD_0020,completed,6,SESSION_0003,2026-08-28T20:46:15.174230
USER_020,PROD_0011,landing,83,SESSION_0022,2026-08-28T20:59:15.174230
USER_012,PROD_0001,completed,6,SESSION_0001,2026-08-28T21:20:15.174230
USER_029,PROD_0016,payment,33,SESSION_0004,2026-08-28T21:21:15.174230
USER_005,PROD_0002,browse_products,30,SESSION_0009,2026-08-28T21:41:15.174230
USER_020,PROD_0013,try_ar,78,SESSION_0027,2026-08-28T21:56:15.174230
USER_010,PROD_0019,view_product,35,SESSION_0040,2026-08-28T22:10:15.174230
USER_006,PROD_0013,landing,3,SESSION_0006,2026-08-28T22:26:15.174230
USER_028,PROD_0015,checkout,31,SESSION_0011,2026-08-28T22:46:15.174230
USER_027,PROD_0015,landing,41,SESSION_0006,2026-08-28T22:57:15.174230
USER_011,PROD_0015,checkout,90,SESSION_0009,2026-08-28T23:05:15.174230
USER_004,PROD_0003,view_product,30,SESSION_0037,2026-08-28T23:30:15.174230
USER_014,PROD_0005,payment,15,SESSION_0047,2026-08-28T23:37:15.174230
USER_001,PROD_0015,browse_products,17,SESSION_0024,2026-08-28T23:54:15.174230
USER_011,PROD_0001,try_ar,37,SESSION_0025,2026-08-28T23:56:15.174230
USER_003,PROD_0005,try_ar,74,SESSION_0048,2026-08-29T00:10:15.174230
USER_013,PROD_0019,add_to_cart,19,SESSION_0049,2026-08-29T00:16:15.174230
USER_008,PROD_0003,browse_products,81,SESSION_0013,2026-08-29T00:51:15.174230
USER_010,PROD_0015,view_product,48,SESSION_0019,2026-08-29T00:52:15.174230
USER_013,PROD_0009,checkout,45,SESSION_0019,2026-08-29T01:01:15.174230
USER_014,PROD_0012,payment,30,SESSION_0015,2026-08-29T01:05:15.174230
USER_007,PROD_0007,landing,46,SESSION_0010,2026-08-29T01:06:15.174230
USER_017,PROD_0004,try_ar,5,SESSION_0049,2026-08-29T01:21:15.174230
USER_007,PROD_0007,checkout,26,SESSION_0017,2026-08-29T01:46:15.174230
USER_025,PROD_0018,payment,100,SESSION_0019,2026-08-29T01:58:15.174230
USER_024,PROD_0018,checkout,2,SESSION_0004,2026-08-29T02:10:15.174230
USER_030,PROD_0003,browse_products,35,SESSION_0002,2026-08-29T02:19:15.174230
USER_021,PROD_0001,completed,104,SESSION_0008,2026-08-29T02:32:15.174230
USER_027,PROD_0004,landing,43,SESSION_0007,2026-08-29T02:59:15.174230
USER_009,PROD_0009,view_product,47,SESSION_0035,2026-08-29T03:08:15.174230
USER_018,PROD_0015,try_ar,8,SESSION_0002,2026-08-29T03:44:15.174230
USER_024,PROD_0016,landing,63,SESSION_0015,2026-08-29T03:45:15.174230
USER_005,PROD_0010,browse_products,26,SESSION_0040,2026-08-29T03:48:15.174230
USER_016,PROD_0004,payment,65,SESSION_0041,2026-08-29T03:56:15.174230
USER_023,PROD_0010,checkout,4,SESSION_0012,2026-08-29T03:59:15.174230
USER_025,PROD_0008,try_ar,80,SESSION_0036,2026-08-29T04:06:15.174230
USER_011,PROD_0013,payment,28,SESSION_0018,2026-08-29T04:07:15.174230
USER_011,PROD_0010,landing,97,SESSION_0012,2026-08-29T04:15:15.174230
USER_013,PROD_0002,checkout,96,SESSION_0034,2026-08-29T04:18:15.174230
USER_003,PROD_0011,checkout,11,SESSION_0029,2026-08-29T04:21:15.174230
USER_027,PROD_0017,try_ar,104,SESSION_0021,2026-08-29T04:52:15.174230
USER_001,PROD_0015,view_product,26,SESSION_0029,2026-08-29T04:55:15.174230
USER_029,PROD_0003,view_product,67,SESSION_0025,2026-08-29T05:23:15.174230
USER_011,PROD_0008,view_product,68,SESSION_0048,2026-08-29T05:37:15.174230
USER_027,PROD_0020,view_product,69,SESSION_0029,2026-08-29T05:41:15.174230
USER_021,PROD_0019,completed,50,SESSION_0034,2026-08-29T06:03:15.174230
USER_029,PROD_0002,completed,2,SESSION_0038,2026-08-29T06:29:15.174230
USER_018,PROD_0004,payment,14,SESSION_0020,2026-08-29T06:32:15.174230
USER_009,PROD_0004,payment,3,SESSION_0015,2026-08-29T06:37:15.174230
USER_003,PROD_0008,checkout,71,SESSION_0001,2026-08-29T06:40:15.174230
USER_027,PROD_0020,try_ar,90,SESSION_0038,2026-08-29T06:52:15.174230
USER_029,PROD_0004,try_ar,14,SESSION_0043,2026-08-29T07:09:15.174230
USER_013,PROD_0019,payment,40,SESSION_0038,2026-08-29T07:19:15.174230
USER_022,PROD_0007,payment,86,SESSION_0037,2026-08-29T07:27:15.174230
USER_005,PROD_0006,checkout,94,SESSION_0045,2026-08-29T07:30:15.174230
USER_005,PROD_0014,browse_products,7,SESSION_0002,2026-08-29T07:35:15.174230
USER_021,PROD_0016,add_to_cart,70,SESSION_0032,2026-08-29T07:41:15.174230
USER_025,PROD_0017,payment,65,SESSION_0012,2026-08-29T07:44:15.174230
USER_011,PROD_0003,completed,32,SESSION_0035,2026-08-29T08:05:15.174230
USER_003,PROD_0017,try_ar,18,SESSION_0006,2026-08-29T08:16:15.174230
USER_008,PROD_0020,view_product,118,SESSION_0015,2026-08-29T08:22:15.174230
USER_029,PROD_0018,landing,1,SESSION_0042,2026-08-29T09:01:15.174230
USER_022,PROD_0011,try_ar,88,SESSION_0041,2026-08-29T09:20:15.174230
USER_003,PROD_0020,payment,60,SESSION_0010,2026-08-29T09:25:15.174230
USER_014,PROD_0020,payment,80,SESSION_0042,2026-08-29T09:46:15.174230
USER_024,PROD_0008,payment,3,SESSION_0024,2026-08-29T10:00:15.174230
USER_005,PROD_0001,landing,27,SESSION_0042,2026-08-29T10:28:15.174230
USER_001,PROD_0001,payment,87,SESSION_0037,2026-08-29T10:51:15.174230
USER_005,PROD_0017,payment,74,SESSION_0046,2026-08-29T10:53:15.174230
USER_016,PROD_0015,add_to_cart,57,SESSION_0009,2026-08-29T10:57:15.174230
USER_027,PROD_0016,landing,103,SESSION_0025,2026-08-29T11:18:15.174230
USER_015,PROD_0002,completed,19,SESSION_0011,2026-08-29T11:29:15.174230
USER_029,PROD_0001,try_ar,60,SESSION_0024,2026-08-29T12:03:15.174230
USER_020,PROD_0006,checkout,29,SESSION_0007,2026-08-29T12:22:15.174230
USER_002,PROD_0006,checkout,84,SESSION_0034,2026-08-29T12:26:15.174230
USER_012,PROD_0014,completed,71,SESSION_0013,2026-08-29T12:34:15.174230
USER_007,PROD_0005,view_product,70,SESSION_0034,2026-08-29T12:35:15.174230
USER_012,PROD_0013,browse_products,73,SESSION_0030,2026-08-29T12:41:15.174230
USER_014,PROD_0002,payment,85,SESSION_0010,2026-08-29T12:50:15.174230
USER_013,PROD_0003,checkout,90,SESSION_0040,2026-08-29T12:53:15.174230
USER_010,PROD_0016,completed,83,SESSION_0025,2026-08-29T13:12:15.174230
USER_029,PROD_0018,try_ar,24,SESSION_0028,2026-08-29T13:13:15.174230
USER_013,PROD_0016,completed,39,SESSION_0025,2026-08-29T13:29:15.174230
USER_011,PROD_0001,browse_products,27,SESSION_0001,2026-08-29T13:45:15.174230
USER_004,PROD_0018,checkout,96,SESSION_0037,2026-08-29T13:54:15.174230
USER_023,PROD_0010,checkout,15,SESSION_0016,2026-08-29T13:55:15.174230
USER_005,PROD_0003,payment,46,SESSION_0029,2026-08-29T14:20:15.174230
USER_013,PROD_0013,add_to_cart,19,SESSION_0041,2026-08-29T14:23:15.174230
USER_018,PROD_0005,payment,0,SESSION_0029,2026-08-29T14:33:15.174230
USER_017,PROD_0008,payment,115,SESSION_0003,2026-08-29T15:00:15.174230
USER_025,PROD_0008,payment,118,SESSION_0007,2026-08-29T15:23:15.174230
USER_001,PROD_0010,payment,64,SESSION_0034,2026-08-29T15:40:15.174230
USER_002,PROD_0003,payment,10,SESSION_0040,2026-08-29T15:49:15.174230
USER_003,PROD_0007,view_product,63,SESSION_0042,2026-08-29T15:53:15.174230
USER_012,PROD_0012,completed,0,SESSION_0006,2026-08-29T15:55:15.174230
USER_004,PROD_0017,checkout,72,SESSION_0044,2026-08-29T15:57:15.174230
USER_006,PROD_0012,add_to_cart,70,SESSION_0005,2026-08-29T16:13:15.174230
USER_017,PROD_0004,checkout,84,SESSION_0032,2026-08-29T16:53:15.174230
USER_018,PROD_0006,try_ar,8,SESSION_0039,2026-08-29T17:09:15.174230
USER_028,PROD_0019,browse_products,110,SESSION_0007,2026-08-29T17:32:15.174230
USER_006,PROD_0016,landing,46,SESSION_0011,2026-08-29T17:40:15.174230
USER_003,PROD_0003,add_to_cart,118,SESSION_0028,2026-08-29T18:23:15.174230
USER_016,PROD_0013,browse_products,31,SESSION_0011,2026-08-29T18:24:15.174230
USER_026,PROD_0007,completed,59,SESSION_0020,2026-08-29T18:33:15.174230
USER_021,PROD_0005,try_ar,64,SESSION_0023,2026-08-29T18:36:15.174230
USER_014,PROD_0008,try_ar,53,SESSION_0025,2026-08-29T18:37:15.174230
USER_008,PROD_0003,try_ar,34,SESSION_0017,2026-08-29T18:40:15.174230
USER_017,PROD_0011,try_ar,8,SESSION_0016,2026-08-29T18:42:15.174230
USER_003,PROD_0012,browse_products,27,SESSION_0040,2026-08-29T18:43:15.174230
USER_021,PROD_0002,view_product,48,SESSION_0033,2026-08-29T18:49:15.174230
USER_005,PROD_0016,landing,13,SESSION_0045,2026-08-29T19:12:15.174230
USER_025,PROD_0016,completed,27,SESSION_0029,2026-08-29T19:14:15.174230
USER_003,PROD_0015,payment,49,SESSION_0017,2026-08-29T19:32:15.174230
USER_028,PROD_0018,payment,7,SESSION_0009,2026-08-29T19:38:15.174230
USER_017,PROD_0009,checkout,54,SESSION_0047,2026-08-29T19:51:15.174230
USER_028,PROD_0008,try_ar,58,SESSION_0029,2026-08-29T19:54:15.174230
USER_021,PROD_0011,completed,37,SESSION_0032,2026-08-29T20:05:15.174230
USER_015,PROD_0009,browse_products,120,SESSION_0007,2026-08-29T20:08:15.174230
USER_011,PROD_0005,try_ar,38,SESSION_0028,2026-08-29T20:11:15.174230
USER_010,PROD_0020,add_to_cart,20,SESSION_0040,2026-08-29T20:12:15.174230
USER_003,PROD_0005,browse_products,8,SESSION_0014,2026-08-29T20:19:15.174230
USER_030,PROD_0001,landing,96,SESSION_0048,2026-08-29T20:36:15.174230
USER_020,PROD_0016,try_ar,72,SESSION_0023,2026-08-29T20:37:15.174230
USER_004,PROD_0020,completed,45,SESSION_0013,2026-08-29T20:45:15.174230
USER_022,PROD_0019,landing,77,SESSION_0013,2026-08-29T20:47:15.174230
USER_024,PROD_0018,view_product,78,SESSION_0032,2026-08-29T20:49:15.174230
USER_020,PROD_0008,add_to_cart,114,SESSION_0020,2026-08-29T20:52:15.174230
USER_009,PROD_0011,view_product,90,SESSION_0018,2026-08-29T21:37:15.174230
USER_019,PROD_0014,landing,73,SESSION_0030,2026-08-29T21:37:15.174230
USER_002,PROD_0017,view_product,37,SESSION_0026,2026-08-29T21:38:15.174230
USER_017,PROD_0016,landing,24,SESSION_0038,2026-08-29T21:47:15.174230
USER_030,PROD_0005,view_product,84,SESSION_0015,2026-08-29T22:03:15.174230
USER_025,PROD_0013,payment,113,SESSION_0009,2026-08-29T22:25:15.174230
USER_015,PROD_0008,landing,2,SESSION_0001,2026-08-29T23:19:15.174230
USER_017,PROD_0018,browse_products,101,SESSION_0021,2026-08-29T23:24:15.174230
USER_028,PROD_0019,payment,106,SESSION_0031,2026-08-29T23:31:15.174230
USER_013,PROD_0008,checkout,102,SESSION_0006,2026-08-29T23:35:15.174230
USER_006,PROD_0005,view_product,12,SESSION_0028,2026-08-29T23:44:15.174230
USER_012,PROD_0001,add_to_cart,53,SESSION_0005,2026-08-29T23:53:15.174230
USER_004,PROD_0018,try_ar,87,SESSION_0006,2026-08-29T23:54:15.174230
USER_011,PROD_0012,landing,11,SESSION_0015,2026-08-29T23:56:15.174230
USER_014,PROD_0015,completed,116,SESSION_0008,2026-08-29T23:58:15.174230
USER_019,PROD_0016,completed,69,SESSION_0033,2026-08-30T00:10:15.174230
